North American Industry Classification System (NAICS),Release,Jan-14,Feb-14,Mar-14,Apr-14,May-14,Jun-14,Jul-14,Aug-14,Sep-14,Oct-14,Nov-14,Dec-14,Jan-15,Feb-15,Mar-15,Apr-15,May-15,Jun-15,Jul-15,Aug-15,Sep-15,Oct-15,Nov-15,Dec-15,Jan-16,Feb-16,Mar-16,Apr-16,May-16,Jun-16,Jul-16,Aug-16,Sep-16,Oct-16,Nov-16,Dec-16,Jan-17,Feb-17,Mar-17,Apr-17,May-17,Jun-17,Jul-17,Aug-17,Sep-17,Oct-17,Nov-17,Dec-17,Jan-18,Feb-18,Mar-18,Apr-18,May-18,Jun-18,Jul-18,Aug-18,Sep-18,Oct-18,Nov-18,Dec-18,Jan-19,Feb-19,Mar-19,Apr-19,May-19,Jun-19,Jul-19,Aug-19,Sep-19,Oct-19,Nov-19,Dec-19,Jan-20,Feb-20,Mar-20,Apr-20,May-20,Jun-20,Jul-20,Aug-20,Sep-20,Oct-20,Nov-20,Dec-20,Jan-21,Feb-21,Mar-21,Apr-21,May-21,Jun-21,Jul-21,Aug-21,Sep-21,Oct-21,Nov-21,Dec-21,Jan-22,Feb-22,Mar-22,Apr-22,May-22,Jun-22,Jul-22,Aug-22,Sep-22,Oct-22,Nov-22,Dec-22,Jan-23,Feb-23,Mar-23,Apr-23,May-23,Jun-23,Jul-23,Aug-23,Sep-23,Oct-23,Nov-23,Dec-23,Jan-24,Feb-24,Mar-24,Apr-24,May-24,Jun-24,Jul-24,Aug-24,Sep-24,Oct-24,Nov-24,Dec-24
Accommodation and food services  [72],2024-11-29,"3,82,936","3,83,237","3,83,545","3,83,548","3,83,575","3,81,970","3,83,870","3,84,188","3,82,757","3,84,691","3,85,182","3,84,926","3,86,070","3,87,009","3,87,333","3,88,198","3,87,388","3,88,124","3,88,397","3,87,207","3,88,149","3,88,630","3,88,734","3,89,601","3,90,737","3,91,774","3,92,674","3,93,135","3,94,486","3,94,918","3,94,766","3,95,217","3,95,928","3,95,865","3,96,117","3,96,101","3,96,412","3,97,134","3,97,723","3,97,854","3,98,185","3,99,492","4,00,334","4,01,775","4,03,165","4,03,208","4,04,202","4,05,664","4,07,681","4,08,961","4,10,345","4,11,896","4,13,415","4,14,471","4,15,353","4,15,830","4,16,232","4,16,767","4,17,221","4,17,656","4,18,482","4,18,729","4,19,473","4,19,782","4,20,068","4,20,636","4,22,133","4,22,839","4,22,968","4,24,208","4,24,986","4,26,840","4,27,623","4,28,807","4,01,652","3,75,160","3,87,558","4,00,435","4,12,414","4,17,725","4,21,216","4,23,921","4,25,083","4,26,834","4,28,188","4,29,718","4,33,626","4,29,780","4,33,084","4,36,089","4,38,432","4,38,544","4,40,675","4,39,770","4,40,660","4,41,322","4,39,814","4,41,926","4,42,197","4,42,971","4,44,708","4,46,441","4,47,548","4,48,319","4,49,341","4,51,680","4,53,185","4,54,334","4,56,344","4,58,017","4,59,247","4,56,996","4,60,078","4,61,048","4,61,767","4,63,081","4,63,972","4,64,437","4,60,793","4,56,380","4,66,191","4,67,851","4,69,153","4,69,832","4,72,030","4,73,228","4,74,826","4,75,835","4,76,118",..,..,..
Accommodation and food services  [72],2024-10-31,"3,82,936","3,83,237","3,83,545","3,83,548","3,83,575","3,81,970","3,83,870","3,84,188","3,82,757","3,84,691","3,85,182","3,84,926","3,86,070","3,87,009","3,87,333","3,88,198","3,87,388","3,88,124","3,88,397","3,87,207","3,88,149","3,88,630","3,88,734","3,89,601","3,90,737","3,91,774","3,92,674","3,93,135","3,94,486","3,94,918","3,94,766","3,95,217","3,95,928","3,95,865","3,96,117","3,96,101","3,96,412","3,97,134","3,97,723","3,97,854","3,98,185","3,99,492","4,00,334","4,01,775","4,03,165","4,03,208","4,04,202","4,05,664","4,07,681","4,08,961","4,10,345","4,11,896","4,13,415","4,14,471","4,15,353","4,15,830","4,16,232","4,16,767","4,17,221","4,17,656","4,18,482","4,18,729","4,19,473","4,19,782","4,20,068","4,20,636","4,22,133","4,22,839","4,22,968","4,24,208","4,24,986","4,26,840","4,27,611","4,28,777","4,00,814","3,74,363","3,86,762","4,00,322","4,12,423","4,17,886","4,21,477","4,24,445","4,25,745","4,27,803","4,29,306","4,30,935","4,35,198","4,31,387","4,34,951","4,37,986","4,40,509","4,40,703","4,42,817","4,41,911","4,42,706","4,43,379","4,41,828","4,43,803","4,43,866","4,44,388","4,46,045","4,47,535","4,48,577","4,49,169","4,50,079","4,51,915","4,53,334","4,54,345","4,55,868","4,57,244","4,58,108","4,55,732","4,58,851","4,59,650","4,60,364","4,61,684","4,62,566","4,63,031","4,59,823","4,55,513","4,65,099","4,66,682","4,67,879","4,69,232","4,71,349","4,72,564","4,73,868","4,74,982",..,..,..,..
Content and media sector  [T019] 6,2025-02-28,"14,682","14,804","14,800","14,694","14,871","14,969","14,856","14,857","14,697","14,667","14,670","14,504","14,260","14,130","13,961","13,899","13,733","13,743","13,857","13,866","13,785","13,914","13,871","13,852","13,997","14,056","14,082","14,040","14,057","14,103","14,082","14,539","14,357","14,318","14,336","14,314","14,393","14,346","14,426","14,416","14,496","14,449","14,353","14,280","14,264","14,007","14,008","14,042","14,097","14,332","14,220","14,124","14,265","14,326","14,379","14,171","14,032","14,125","14,103","14,178","14,275","14,144","14,132","14,261","14,324","14,478","14,339","14,370","14,383","14,441","14,543","14,642","14,289","14,466","12,073","9,353","9,645","10,551","11,472","12,990","13,131","13,210","12,989","12,987","12,943","12,813","13,025","12,846","13,009","13,114","13,438","14,072","13,744","13,743","13,718","13,891","13,744","14,134","13,884","13,852","14,006","13,899","13,828","14,029","14,034","13,998","13,912","13,660","13,517","13,718","13,629","13,599","13,472","13,239","12,743","12,465","12,301","12,051","12,343","12,407","12,983","12,567","12,622","12,484","12,516","12,522","12,458","12,699","12,423","12,485","12,395","12,210"
Accommodation and food services  [72],2025-01-31,"14,682","14,804","14,800","14,694","14,871","14,969","14,856","14,857","14,697","14,667","14,670","14,504","14,260","14,130","13,961","13,899","13,733","13,743","13,857","13,866","13,785","13,914","13,871","13,852","13,997","14,056","14,082","14,040","14,057","14,103","14,082","14,539","14,357","14,318","14,336","14,314","14,393","14,346","14,426","14,416","14,496","14,449","14,353","14,280","14,264","14,007","14,008","14,042","14,097","14,332","14,220","14,124","14,265","14,326","14,379","14,171","14,032","14,125","14,103","14,178","14,275","14,144","14,132","14,261","14,324","14,478","14,339","14,370","14,383","14,441","14,543","14,642","14,289","14,466","12,073","9,353","9,645","10,551","11,472","12,990","13,131","13,210","12,989","12,987","12,943","12,813","13,025","12,846","13,009","13,114","13,438","14,072","13,744","13,743","13,718","13,891","13,744","14,134","13,884","13,852","14,006","13,899","13,828","14,029","14,034","13,998","13,912","13,660","13,517","13,718","13,629","13,599","13,472","13,239","12,743","12,465","12,301","12,051","12,343","12,407","12,990","12,585","12,613","12,496","12,506","12,529","12,439","12,691","12,426","12,470","12,375",..
Accommodation and food services  [72],2024-12-23,"14,682","14,804","14,800","14,694","14,871","14,969","14,856","14,857","14,697","14,667","14,670","14,504","14,260","14,130","13,961","13,899","13,733","13,743","13,857","13,866","13,785","13,914","13,871","13,852","13,997","14,056","14,082","14,040","14,057","14,103","14,082","14,539","14,357","14,318","14,336","14,314","14,393","14,346","14,426","14,416","14,496","14,449","14,353","14,280","14,264","14,007","14,008","14,042","14,097","14,332","14,220","14,124","14,265","14,326","14,379","14,171","14,032","14,125","14,103","14,178","14,275","14,144","14,132","14,261","14,324","14,478","14,339","14,370","14,383","14,441","14,543","14,642","14,289","14,466","12,073","9,353","9,645","10,551","11,472","12,990","13,131","13,210","12,989","12,987","12,943","12,813","13,025","12,846","13,009","13,114","13,438","14,072","13,744","13,743","13,718","13,891","13,744","14,134","13,884","13,852","14,006","13,899","13,828","14,029","14,034","13,998","13,912","13,660","13,517","13,718","13,629","13,599","13,472","13,239","12,743","12,465","12,301","12,051","12,343","12,407","12,983","12,576","12,609","12,493","12,499","12,520","12,364","12,435","12,414","12,448",..,..
Accommodation and food services  [72],2024-11-29,"14,682","14,804","14,800","14,694","14,871","14,969","14,856","14,857","14,697","14,667","14,670","14,504","14,260","14,130","13,961","13,899","13,733","13,743","13,857","13,866","13,785","13,914","13,871","13,852","13,997","14,056","14,082","14,040","14,057","14,103","14,082","14,539","14,357","14,318","14,336","14,314","14,393","14,346","14,426","14,416","14,496","14,449","14,353","14,280","14,264","14,007","14,008","14,042","14,097","14,332","14,220","14,124","14,265","14,326","14,379","14,171","14,032","14,125","14,103","14,178","14,275","14,144","14,132","14,261","14,324","14,478","14,339","14,370","14,383","14,441","14,543","14,642","14,289","14,466","12,073","9,353","9,645","10,551","11,472","12,990","13,131","13,210","12,989","12,987","12,943","12,813","13,025","12,846","13,009","13,114","13,438","14,072","13,744","13,743","13,718","13,891","13,744","14,134","13,884","13,852","14,006","13,899","13,828","14,029","14,034","13,998","13,912","13,660","13,517","13,718","13,629","13,599","13,472","13,239","12,743","12,465","12,301","12,051","12,343","12,407","12,983","12,581","12,611","12,495","12,501","12,522","12,369","12,452","12,289",..,..,..
Accommodation and food services  [72],2024-10-31,"14,682","14,804","14,800","14,694","14,871","14,969","14,856","14,857","14,697","14,667","14,670","14,504","14,260","14,130","13,961","13,899","13,733","13,743","13,857","13,866","13,785","13,914","13,871","13,852","13,997","14,056","14,082","14,040","14,057","14,103","14,082","14,539","14,357","14,318","14,336","14,314","14,393","14,346","14,426","14,416","14,496","14,449","14,353","14,280","14,264","14,007","14,008","14,042","14,097","14,332","14,220","14,124","14,265","14,326","14,379","14,171","14,032","14,125","14,103","14,178","14,275","14,144","14,132","14,261","14,324","14,478","14,339","14,370","14,383","14,441","14,543","14,642","14,318","14,471","12,022","9,373","9,680","10,547","11,469","12,957","13,082","13,164","13,017","13,056","13,033","12,973","13,209","13,057","13,280","13,341","13,640","14,308","13,909","13,868","13,764","14,014","13,833","14,292","13,964","13,950","14,112","13,974","13,858","14,007","14,107","14,025","13,999","13,783","13,573","13,764","13,617","13,619","13,500","13,230","12,796","12,539","12,262","12,048","12,357","12,403","12,987","12,581","12,568","12,478","12,506","12,538","12,362","12,436",..,..,..,..
All industries (except cannabis sector)  [T020] 6,2025-02-28,"18,59,020","18,68,432","18,73,482","18,77,337","18,89,236","18,97,923","19,00,643","18,96,662","19,04,257","19,09,710","19,10,926","19,13,807","19,06,024","19,03,355","19,02,151","19,01,508","19,00,361","19,05,503","19,10,261","19,14,244","19,06,310","19,08,087","19,12,552","19,14,674","19,26,367","19,20,762","19,13,682","19,18,032","19,07,192","19,16,406","19,27,788","19,32,302","19,37,324","19,36,265","19,43,538","19,48,980","19,59,058","19,66,242","19,74,917","19,84,320","19,88,300","19,92,673","19,91,435","19,89,314","19,94,255","19,94,552","20,03,965","20,09,289","20,15,642","20,26,354","20,34,997","20,35,482","20,43,034","20,45,539","20,49,845","20,51,479","20,54,978","20,58,596","20,54,970","20,58,296","20,62,364","20,56,988","20,68,549","20,81,060","20,86,564","20,90,460","20,91,147","20,91,244","20,92,241","20,92,593","20,92,628","21,03,554","21,05,556","21,09,990","19,50,565","17,42,022","18,21,786","19,29,843","19,80,088","19,99,959","20,18,709","20,30,746","20,44,182","20,49,474","20,62,762","20,67,202","20,88,193","20,67,673","20,61,891","20,80,431","20,94,571","21,11,685","21,20,859","21,38,454","21,49,927","21,58,416","21,50,816","21,66,458","21,81,932","21,80,660","21,86,364","21,91,546","21,93,879","21,99,757","22,03,359","21,99,628","21,98,358","21,91,039","22,12,122","22,17,019","22,23,196","22,22,269","22,24,262","22,20,977","22,21,646","22,24,301","22,23,477","22,27,270","22,30,853","22,27,144","22,35,762","22,44,912","22,44,920","22,53,747","22,55,848","22,56,542","22,59,200","22,62,365","22,68,547","22,75,959","22,70,400","22,75,559"
Accommodation and food services  [72],2025-01-31,"18,59,020","18,68,432","18,73,482","18,77,337","18,89,236","18,97,923","19,00,643","18,96,662","19,04,257","19,09,710","19,10,926","19,13,807","19,06,024","19,03,355","19,02,151","19,01,508","19,00,361","19,05,503","19,10,261","19,14,244","19,06,310","19,08,087","19,12,552","19,14,674","19,26,367","19,20,762","19,13,682","19,18,032","19,07,192","19,16,406","19,27,788","19,32,302","19,37,324","19,36,265","19,43,538","19,48,980","19,59,058","19,66,242","19,74,917","19,84,320","19,88,300","19,92,673","19,91,435","19,89,314","19,94,255","19,94,552","20,03,965","20,09,289","20,15,642","20,26,354","20,34,997","20,35,482","20,43,034","20,45,539","20,49,845","20,51,479","20,54,978","20,58,596","20,54,970","20,58,296","20,62,364","20,56,988","20,68,549","20,81,060","20,86,564","20,90,460","20,91,147","20,91,244","20,92,241","20,92,593","20,92,628","21,03,554","21,05,556","21,09,990","19,50,565","17,42,022","18,21,786","19,29,843","19,80,088","19,99,959","20,18,709","20,30,746","20,44,182","20,49,474","20,62,762","20,67,202","20,88,193","20,67,673","20,61,891","20,80,431","20,94,571","21,11,685","21,20,859","21,38,454","21,49,927","21,58,416","21,50,816","21,66,458","21,81,932","21,80,660","21,86,364","21,91,546","21,93,879","21,99,757","22,03,359","21,99,628","21,98,358","21,91,039","22,12,122","22,17,019","22,23,196","22,22,269","22,24,262","22,20,977","22,21,646","22,24,301","22,23,477","22,27,270","22,30,853","22,27,144","22,35,301","22,43,107","22,42,144","22,50,868","22,52,816","22,53,653","22,55,442","22,57,237","22,62,607","22,70,473","22,64,912",..
Accommodation and food services  [72],2024-12-23,"18,59,020","18,68,432","18,73,482","18,77,337","18,89,236","18,97,923","19,00,643","18,96,662","19,04,257","19,09,710","19,10,926","19,13,807","19,06,024","19,03,355","19,02,151","19,01,508","19,00,361","19,05,503","19,10,261","19,14,244","19,06,310","19,08,087","19,12,552","19,14,674","19,26,367","19,20,762","19,13,682","19,18,032","19,07,192","19,16,406","19,27,788","19,32,302","19,37,324","19,36,265","19,43,538","19,48,980","19,59,058","19,66,242","19,74,917","19,84,320","19,88,300","19,92,673","19,91,435","19,89,314","19,94,255","19,94,552","20,03,965","20,09,289","20,15,642","20,26,354","20,34,997","20,35,482","20,43,034","20,45,539","20,49,845","20,51,479","20,54,978","20,58,596","20,54,970","20,58,296","20,62,364","20,56,988","20,68,549","20,81,060","20,86,564","20,90,460","20,91,147","20,91,244","20,92,241","20,92,593","20,92,628","21,03,554","21,05,556","21,09,990","19,50,565","17,42,022","18,21,786","19,29,843","19,80,088","19,99,959","20,18,709","20,30,746","20,44,182","20,49,474","20,62,762","20,67,202","20,88,193","20,67,673","20,61,891","20,80,431","20,94,571","21,11,685","21,20,859","21,38,454","21,49,927","21,58,416","21,50,816","21,66,458","21,81,932","21,80,660","21,86,364","21,91,546","21,93,879","21,99,757","22,03,359","21,99,628","21,98,358","21,91,039","22,12,122","22,17,019","22,23,196","22,22,269","22,24,262","22,20,977","22,21,646","22,24,301","22,23,477","22,27,270","22,30,853","22,27,144","22,34,979","22,42,674","22,41,594","22,49,839","22,52,207","22,53,121","22,55,465","22,56,931","22,62,312","22,69,507",..,..
Accommodation and food services  [72],2024-11-29,"18,59,020","18,68,432","18,73,482","18,77,337","18,89,236","18,97,923","19,00,643","18,96,662","19,04,257","19,09,710","19,10,926","19,13,807","19,06,024","19,03,355","19,02,151","19,01,508","19,00,361","19,05,503","19,10,261","19,14,244","19,06,310","19,08,087","19,12,552","19,14,674","19,26,367","19,20,762","19,13,682","19,18,032","19,07,192","19,16,406","19,27,788","19,32,302","19,37,324","19,36,265","19,43,538","19,48,980","19,59,058","19,66,242","19,74,917","19,84,320","19,88,300","19,92,673","19,91,435","19,89,314","19,94,255","19,94,552","20,03,965","20,09,289","20,15,642","20,26,354","20,34,997","20,35,482","20,43,034","20,45,539","20,49,845","20,51,479","20,54,978","20,58,596","20,54,970","20,58,296","20,62,364","20,56,988","20,68,549","20,81,060","20,86,564","20,90,460","20,91,147","20,91,244","20,92,241","20,92,593","20,92,628","21,03,554","21,05,556","21,09,990","19,50,565","17,42,022","18,21,786","19,29,843","19,80,088","19,99,959","20,18,709","20,30,746","20,44,182","20,49,474","20,62,762","20,67,202","20,88,193","20,67,673","20,61,891","20,80,431","20,94,571","21,11,685","21,20,859","21,38,454","21,49,927","21,58,416","21,50,816","21,66,458","21,81,932","21,80,660","21,86,364","21,91,546","21,93,879","21,99,757","22,03,359","21,99,628","21,98,358","21,91,039","22,12,122","22,17,019","22,23,196","22,22,269","22,24,262","22,20,977","22,21,646","22,24,301","22,23,477","22,27,270","22,30,853","22,27,144","22,34,968","22,42,671","22,41,726","22,49,966","22,52,591","22,53,559","22,56,158","22,56,610","22,58,325",..,..,..
Accommodation and food services  [72],2024-10-31,"18,59,020","18,68,432","18,73,482","18,77,337","18,89,236","18,97,923","19,00,643","18,96,662","19,04,257","19,09,710","19,10,926","19,13,807","19,06,024","19,03,355","19,02,151","19,01,508","19,00,361","19,05,503","19,10,261","19,14,244","19,06,310","19,08,087","19,12,552","19,14,674","19,26,367","19,20,762","19,13,682","19,18,032","19,07,192","19,16,406","19,27,788","19,32,302","19,37,324","19,36,265","19,43,538","19,48,980","19,59,058","19,66,242","19,74,917","19,84,320","19,88,300","19,92,673","19,91,435","19,89,314","19,94,255","19,94,552","20,03,965","20,09,289","20,15,642","20,26,354","20,34,997","20,35,482","20,43,034","20,45,539","20,49,845","20,51,479","20,54,978","20,58,596","20,54,970","20,58,296","20,62,364","20,56,988","20,68,549","20,81,060","20,86,564","20,90,460","20,91,147","20,91,244","20,92,241","20,92,593","20,92,628","21,03,554","21,07,760","21,11,928","19,53,277","17,43,276","18,22,862","19,29,266","19,79,247","19,98,627","20,17,693","20,29,264","20,43,207","20,46,513","20,55,650","20,59,633","20,82,222","20,60,896","20,51,860","20,69,641","20,82,493","20,98,824","21,05,122","21,20,506","21,30,019","21,33,302","21,31,248","21,47,417","21,62,158","21,60,741","21,66,729","21,72,270","21,73,947","21,80,546","21,84,945","21,81,126","21,81,404","21,75,401","21,91,927","21,93,221","21,96,471","21,93,045","21,97,696","21,93,859","21,94,267","21,95,965","21,94,690","21,95,734","21,99,776","21,96,985","22,07,026","22,11,885","22,11,558","22,19,794","22,23,120","22,22,744","22,25,306","22,24,844",..,..,..,..
Cannabis sector  [T021] 6,2025-02-28,"3,669","3,689","3,701","3,726","3,747","3,761","3,786","3,810","3,833","3,861","3,888","3,915","3,918","3,958","3,997","4,013","4,031","4,052","4,067","4,078","4,083","4,080","4,082","4,097","4,084","4,086","4,082","4,088","4,085","4,094","4,101","4,105","4,107","4,120","4,124","4,134","4,147","4,163","4,172","4,180","4,188","4,204","4,210","4,195","4,153","4,091","4,124","4,249","4,469","4,585","4,640","4,658","4,691","4,763","4,866","4,903","4,867","4,800","4,696","4,594","5,112","4,950","5,210","5,621","5,914","6,002","6,241","6,278","6,273","7,238","6,711","6,270","6,490","6,534","6,561","6,470","6,478","6,593","6,602","6,546","6,436","6,613","6,727","6,970","6,837","6,726","6,812","6,778","6,809","6,867","6,966","6,923","6,955","7,061","7,043","7,131","7,130","7,168","7,280","7,345","7,443","7,463","7,501","7,560","7,571","7,597","7,570","7,544","7,563","7,478","7,407","7,421","7,334","7,451","7,560","7,687","7,631","7,754","7,716","7,754","7,682","7,628","7,688","7,739","7,771","7,860","7,906","7,986","7,971","7,995","8,025","8,105"
Accommodation and food services  [72],2025-01-31,"3,669","3,689","3,701","3,726","3,747","3,761","3,786","3,810","3,833","3,861","3,888","3,915","3,918","3,958","3,997","4,013","4,031","4,052","4,067","4,078","4,083","4,080","4,082","4,097","4,084","4,086","4,082","4,088","4,085","4,094","4,101","4,105","4,107","4,120","4,124","4,134","4,147","4,163","4,172","4,180","4,188","4,204","4,210","4,195","4,153","4,091","4,124","4,249","4,469","4,585","4,640","4,658","4,691","4,763","4,866","4,903","4,867","4,800","4,696","4,594","5,112","4,950","5,210","5,621","5,914","6,002","6,241","6,278","6,273","7,238","6,711","6,270","6,490","6,534","6,561","6,470","6,478","6,593","6,602","6,546","6,436","6,613","6,727","6,970","6,837","6,726","6,812","6,778","6,809","6,867","6,966","6,923","6,955","7,061","7,043","7,131","7,130","7,168","7,280","7,345","7,443","7,463","7,501","7,560","7,571","7,597","7,570","7,544","7,563","7,478","7,407","7,421","7,334","7,451","7,560","7,687","7,631","7,754","7,716","7,754","7,682","7,628","7,688","7,739","7,756","7,842","7,900","8,004","7,971","7,995","8,025",..
Accommodation and food services  [72],2024-12-23,"3,669","3,689","3,701","3,726","3,747","3,761","3,786","3,810","3,833","3,861","3,888","3,915","3,918","3,958","3,997","4,013","4,031","4,052","4,067","4,078","4,083","4,080","4,082","4,097","4,084","4,086","4,082","4,088","4,085","4,094","4,101","4,105","4,107","4,120","4,124","4,134","4,147","4,163","4,172","4,180","4,188","4,204","4,210","4,195","4,153","4,091","4,124","4,249","4,469","4,585","4,640","4,658","4,691","4,763","4,866","4,903","4,867","4,800","4,696","4,594","5,112","4,950","5,210","5,621","5,914","6,002","6,241","6,278","6,273","7,238","6,711","6,270","6,490","6,534","6,561","6,470","6,478","6,593","6,602","6,546","6,436","6,613","6,727","6,970","6,837","6,726","6,812","6,778","6,809","6,867","6,966","6,923","6,955","7,061","7,043","7,131","7,130","7,168","7,280","7,345","7,443","7,463","7,501","7,560","7,571","7,597","7,570","7,544","7,563","7,478","7,407","7,421","7,334","7,451","7,560","7,687","7,631","7,754","7,716","7,754","7,682","7,628","7,688","7,739","7,756","7,842","7,900","7,954","7,971","8,017",..,..
Accommodation and food services  [72],2024-11-29,"3,669","3,689","3,701","3,726","3,747","3,761","3,786","3,810","3,833","3,861","3,888","3,915","3,918","3,958","3,997","4,013","4,031","4,052","4,067","4,078","4,083","4,080","4,082","4,097","4,084","4,086","4,082","4,088","4,085","4,094","4,101","4,105","4,107","4,120","4,124","4,134","4,147","4,163","4,172","4,180","4,188","4,204","4,210","4,195","4,153","4,091","4,124","4,249","4,469","4,585","4,640","4,658","4,691","4,763","4,866","4,903","4,867","4,800","4,696","4,594","5,112","4,950","5,210","5,621","5,914","6,002","6,241","6,278","6,273","7,238","6,711","6,270","6,490","6,534","6,561","6,470","6,478","6,593","6,602","6,546","6,436","6,613","6,727","6,970","6,837","6,726","6,812","6,778","6,809","6,867","6,966","6,923","6,955","7,061","7,043","7,131","7,130","7,168","7,280","7,345","7,443","7,463","7,501","7,560","7,571","7,597","7,570","7,544","7,563","7,478","7,407","7,421","7,334","7,451","7,560","7,687","7,631","7,754","7,716","7,754","7,682","7,628","7,688","7,739","7,756","7,842","7,900","7,960","7,931",..,..,..
Accommodation and food services  [72],2024-10-31,"3,669","3,689","3,701","3,726","3,747","3,761","3,786","3,810","3,833","3,861","3,888","3,915","3,918","3,958","3,997","4,013","4,031","4,052","4,067","4,078","4,083","4,080","4,082","4,097","4,084","4,086","4,082","4,088","4,085","4,094","4,101","4,105","4,107","4,120","4,124","4,134","4,147","4,163","4,172","4,180","4,188","4,204","4,210","4,195","4,153","4,091","4,124","4,249","4,469","4,585","4,640","4,658","4,691","4,763","4,866","4,903","4,867","4,800","4,696","4,594","5,112","4,950","5,210","5,621","5,914","6,002","6,241","6,278","6,273","7,238","6,711","6,270","6,446","6,498","6,533","6,454","6,480","6,611","6,621","6,563","6,460","6,636","6,746","6,972","6,800","6,665","6,751","6,722","6,743","6,816","6,879","6,828","6,878","6,992","6,971","7,059","7,059","7,080","7,193","7,234","7,340","7,325","7,326","7,369","7,391","7,464","7,468","7,423","7,332","7,160","7,028","6,961","6,805","6,828","6,950","7,059","7,210","7,349","7,410","7,350","7,194","7,180","7,131","7,157","7,231","7,313","7,345","7,391",..,..,..,..
